prompt_idx,prompt,base_model_key,model_name,model_type,image_path,model_load_time,inference_time
2,"Fantasy Knight Animated Character, Silver Armor, Sword, Blonde Hair, Dynamic Pose",novaAnimeXL,novaAnimeXL_base,base,results/02_novaAnimeXL_base.png,2.7516418489976786,3.003384680952877
