prompt_idx,prompt,base_model_key,model_name,model_type,image_path,model_load_time,inference_time
7,"A beautiful girl in a Gothic dress, black hair, red eyes, animation",novaAnimeXL,novaAnimeXL_base,base,results/07_novaAnimeXL_base.png,2.5582362819695845,2.981775460008066
