prompt_idx,prompt,base_model_key,model_name,model_type,image_path,peak_memory_mb,model_memory_mb
5,"Girl with animal ears, cat ears, pink hair, animation style",memory_experiment,memory_experiment_base,base_memory,results/05_memory_experiment_base.png,3268.4951171875,2657.84375
