prompt_idx,prompt,base_model_key,model_name,model_type,image_path,gpu_peak_memory_mb,ram_peak_mb
10,"Girl in traditional hanbok, black long hair, fan, animation style",memory_experiment,memory_experiment_base,base_memory,results/10_memory_experiment_base.png,3262.7841796875,6025.7421875
