prompt_idx,prompt,base_model_key,model_name,model_type,image_path,gpu_peak_memory_mb,ram_peak_mb
3,"Cyborg boy in future city background, red eyes, mechanical arm, Any style",memory_experiment,memory_experiment_quantized,dobby_memory,results/03_memory_experiment_quantized.png,2437.1357421875,7528.890625
