prompt_idx,prompt,base_model_key,model_name,model_type,image_path,gpu_peak_memory_mb,ram_peak_mb
5,"Girl with animal ears, cat ears, pink hair, animation style",memory_experiment,memory_experiment_quantized,dobby_memory,results/05_memory_experiment_quantized.png,2437.1357421875,7538.78515625
