prompt_idx,prompt,base_model_key,model_name,model_type,image_path,inference_time
4,"Wizard Girl, Long Purple Hair, Magic Wands, Star Patterned Cloak, Animated",speed_experiment,speed_experiment_dobby_model,dobby_speed,results/04_speed_experiment_dobby_model.png,0.8428551909746602
