prompt_idx,prompt,base_model_key,model_name,model_type,image_path,gpu_peak_memory_mb,ram_peak_mb
10,"Girl in traditional hanbok, black long hair, fan, animation style",memory_experiment,memory_experiment_quantized,dobby_memory,results/10_memory_experiment_quantized.png,2437.1357421875,7552.59765625
