prompt_idx,prompt,base_model_key,model_name,model_type,image_path,gpu_peak_memory_mb,ram_peak_mb
6,"A vibrant boy in a tracksuit, short brown hair, basketball, animation",memory_experiment,memory_experiment_quantized,dobby_memory,results/06_memory_experiment_quantized.png,2437.1357421875,7542.78515625
