prompt_idx,prompt,base_model_key,model_name,model_type,image_path,gpu_peak_memory_mb,ram_peak_mb
3,"Cyborg boy in future city background, red eyes, mechanical arm, Any style",memory_experiment,memory_experiment_base,base_memory,results/03_memory_experiment_base.png,3262.7841796875,5706.88671875
