prompt_idx,prompt,base_model_key,model_name,model_type,image_path,gpu_peak_memory_mb,ram_peak_mb
7,"A beautiful girl in a Gothic dress, black hair, red eyes, animation",memory_experiment,memory_experiment_base,base_memory,results/07_memory_experiment_base.png,3262.7841796875,6045.015625
