prompt_idx,prompt,base_model_key,model_name,model_type,image_path,model_load_time,inference_time
5,"Girl with animal ears, cat ears, pink hair, animation style",novaAnimeXL,novaAnimeXL_base,base,results/05_novaAnimeXL_base.png,2.8431997359730303,3.020240869023837
