prompt_idx,prompt,base_model_key,model_name,model_type,image_path,inference_time
4,"Wizard Girl, Long Purple Hair, Magic Wands, Star Patterned Cloak, Animated",speed_experiment,speed_experiment_base,base_speed,results/04_speed_experiment_base.png,3.248188260011375
