prompt_idx,prompt,base_model_key,model_name,model_type,image_path,model_load_time,inference_time
3,"Cyborg boy in future city background, red eyes, mechanical arm, Any style",novaAnimeXL,novaAnimeXL_dobby_model,dobby,results/03_novaAnimeXL_dobby_model.png,2.7711140220053494,0.9543038089759648
