prompt_idx,prompt,base_model_key,model_name,model_type,image_path,inference_time
3,"Cyborg boy in future city background, red eyes, mechanical arm, Any style",speed_experiment,speed_experiment_dobby_model,dobby_speed,results/03_speed_experiment_dobby_model.png,0.8509978160727769
