prompt_idx,prompt,base_model_key,model_name,model_type,image_path,inference_time
5,"Girl with animal ears, cat ears, pink hair, animation style",speed_experiment,speed_experiment_base,base_speed,results/05_speed_experiment_base.png,3.251022777054459
