prompt_idx,prompt,base_model_key,model_name,model_type,image_path,gpu_peak_memory_mb,ram_peak_mb
8,"A boy in a pirate costume, an eye patch, short silver hair, sea background, animation",memory_experiment,memory_experiment_quantized,dobby_memory,results/08_memory_experiment_quantized.png,2439.2685546875,7080.9765625
