prompt_idx,prompt,base_model_key,model_name,model_type,image_path,inference_time
9,"Fairy character, little wings, light green hair, forest background, animation",speed_experiment,speed_experiment_dobby_model,dobby_speed,results/09_speed_experiment_dobby_model.png,0.8705068749841303
