prompt_idx,prompt,base_model_key,model_name,model_type,image_path,inference_time
10,"Girl in traditional hanbok, black long hair, fan, animation style",speed_experiment,speed_experiment_dobby_model,dobby_speed,results/10_speed_experiment_dobby_model.png,0.8554215419571847
