prompt_idx,prompt,base_model_key,model_name,model_type,image_path,model_load_time,inference_time
4,"Wizard Girl, Long Purple Hair, Magic Wands, Star Patterned Cloak, Animated",novaAnimeXL,novaAnimeXL_base,base,results/04_novaAnimeXL_base.png,2.577978309011087,2.983857981977053
