prompt_idx,prompt,base_model_key,model_name,model_type,image_path,gpu_peak_memory_mb,ram_peak_mb
9,"Fairy character, little wings, light green hair, forest background, animation",memory_experiment,memory_experiment_base,base_memory,results/09_memory_experiment_base.png,3262.7841796875,6023.23046875
