prompt_idx,prompt,base_model_key,model_name,model_type,image_path,inference_time
5,"Girl with animal ears, cat ears, pink hair, animation style",speed_experiment,speed_experiment_dobby_model,dobby_speed,results/05_speed_experiment_dobby_model.png,0.8540814650477841
