prompt_idx,prompt,base_model_key,model_name,model_type,image_path,inference_time
8,"A boy in a pirate costume, an eye patch, short silver hair, sea background, animation",speed_experiment,speed_experiment_dobby_model,dobby_speed,results/08_speed_experiment_dobby_model.png,0.8778979630442336
