prompt_idx,prompt,base_model_key,model_name,model_type,image_path,peak_memory_mb,model_memory_mb
4,"Wizard Girl, Long Purple Hair, Magic Wands, Star Patterned Cloak, Animated",memory_experiment,memory_experiment_quantized,dobby_memory,results/04_memory_experiment_quantized.png,2448.1357421875,1837.484375
