prompt_idx,prompt,base_model_key,model_name,model_type,image_path,inference_time
3,"Cyborg boy in future city background, red eyes, mechanical arm, Any style",speed_experiment,speed_experiment_base,base_speed,results/03_speed_experiment_base.png,3.2603682390181348
