prompt_idx,prompt,base_model_key,model_name,model_type,image_path,gpu_peak_memory_mb,ram_peak_mb
1,"Cute animated girl, blue hair, big eyes, bright smile, sky blue dress",memory_experiment,memory_experiment_base,base_memory,results/01_memory_experiment_base.png,3260.4169921875,4431.49609375
